Order_ID,Date,Delivery_Status,Delivery_Time,Delivery_Cost,Customer_Rating,Rider_ID
ORDER2241,2023-03-14,Delivered,49,162.23,3,RIDER2241
ORDER2242,2023-05-28,Failed,118,257.5,4,RIDER2242
ORDER2243,2023-08-09,Failed,10,408.22,3,RIDER2243
ORDER2244,2023-10-04,Delivered,65,221.43,3,RIDER2244
ORDER2245,2023-01-14,In Transit,62,392.32,3,RIDER2245
ORDER2246,2023-04-11,In Transit,41,319.47,2,RIDER2246
ORDER2247,2023-12-22,In Transit,119,238.32,5,RIDER2247
ORDER2248,2023-11-28,Delivered,40,407.3,1,RIDER2248
ORDER2249,2023-02-19,In Transit,94,252.12,3,RIDER2249
ORDER2250,2023-02-28,Failed,75,201.77,2,RIDER2250
ORDER2251,2023-01-31,Failed,65,256.28,1,RIDER2251
ORDER2252,2023-06-27,Delivered,33,311.31,5,RIDER2252
ORDER2253,2023-05-24,In Transit,99,238.89,3,RIDER2253
ORDER2254,2023-07-10,In Transit,12,484.17,4,RIDER2254
ORDER2255,2023-10-19,Delivered,88,80.68,2,RIDER2255
ORDER2256,2023-05-14,Failed,83,121.91,4,RIDER2256
ORDER2257,2023-05-06,In Transit,113,146.64,1,RIDER2257
ORDER2258,2023-07-26,Failed,50,314.12,4,RIDER2258
ORDER2259,2023-09-22,In Transit,63,112.01,1,RIDER2259
ORDER2260,2023-05-15,In Transit,14,169.16,3,RIDER2260
ORDER2261,2023-01-20,In Transit,51,133.78,5,RIDER2261
ORDER2262,2023-10-13,Delivered,113,399.23,4,RIDER2262
ORDER2263,2023-07-01,Failed,107,497.38,5,RIDER2263
ORDER2264,2023-06-10,In Transit,65,278.45,2,RIDER2264
ORDER2265,2023-06-16,Delivered,103,218.42,5,RIDER2265
ORDER2266,2023-04-04,Failed,111,377.48,4,RIDER2266
ORDER2267,2023-06-07,In Transit,22,190.5,5,RIDER2267
ORDER2268,2023-04-26,Delivered,118,143.34,3,RIDER2268
ORDER2269,2023-10-27,Delivered,98,434.93,4,RIDER2269
ORDER2270,2023-12-18,Delivered,112,101.17,5,RIDER2270
ORDER2271,2023-05-25,Delivered,55,485.53,2,RIDER2271
ORDER2272,2023-03-28,In Transit,70,67.71,2,RIDER2272
ORDER2273,2023-04-29,In Transit,60,211.15,5,RIDER2273
ORDER2274,2023-11-26,Delivered,99,452.02,5,RIDER2274
ORDER2275,2023-03-27,Delivered,16,234.14,3,RIDER2275
ORDER2276,2023-11-24,In Transit,105,267.31,2,RIDER2276
ORDER2277,2023-08-05,Delivered,82,338.15,1,RIDER2277
ORDER2278,2023-05-07,Delivered,55,271.89,2,RIDER2278
ORDER2279,2023-12-02,Failed,91,273.1,5,RIDER2279
ORDER2280,2023-04-28,In Transit,15,193.69,4,RIDER2280
ORDER2281,2023-10-26,Delivered,71,66.8,5,RIDER2281
ORDER2282,2023-09-26,Failed,28,104.04,5,RIDER2282
ORDER2283,2023-11-15,Delivered,115,204.18,2,RIDER2283
ORDER2284,2023-07-28,Delivered,25,491.81,1,RIDER2284
ORDER2285,2023-08-13,Failed,40,465.78,4,RIDER2285
ORDER2286,2023-09-20,Delivered,81,416.5,3,RIDER2286
ORDER2287,2023-08-19,Delivered,70,376.42,1,RIDER2287
ORDER2288,2023-04-16,Failed,91,90.79,1,RIDER2288
ORDER2289,2023-01-25,In Transit,114,239.15,4,RIDER2289
ORDER2290,2023-07-06,Failed,119,298.99,2,RIDER2290
ORDER2291,2023-07-19,Delivered,86,445.96,2,RIDER2291
ORDER2292,2023-02-26,Delivered,13,411.67,4,RIDER2292
ORDER2293,2023-02-15,In Transit,48,242.77,1,RIDER2293
ORDER2294,2023-03-12,Delivered,18,199.44,4,RIDER2294
ORDER2295,2023-07-10,Delivered,42,149.38,5,RIDER2295
ORDER2296,2023-05-26,In Transit,107,331.88,3,RIDER2296
ORDER2297,2023-06-19,Delivered,14,175.83,3,RIDER2297
ORDER2298,2023-05-29,Delivered,100,91.09,1,RIDER2298
ORDER2299,2023-03-13,Failed,115,348.54,2,RIDER2299
ORDER2300,2023-08-29,Failed,86,356.38,4,RIDER2300
ORDER2301,2023-05-27,Delivered,59,279.39,4,RIDER2301
ORDER2302,2023-02-03,Delivered,28,351.33,5,RIDER2302
ORDER2303,2023-04-04,Delivered,103,355.04,2,RIDER2303
ORDER2304,2023-01-16,In Transit,46,353.73,1,RIDER2304
ORDER2305,2023-08-17,Failed,53,466.42,3,RIDER2305
ORDER2306,2023-05-02,Delivered,102,361.09,5,RIDER2306
ORDER2307,2023-05-25,Failed,118,225.31,4,RIDER2307
ORDER2308,2023-05-05,Failed,117,348.08,4,RIDER2308
ORDER2309,2023-01-23,Delivered,51,70.34,2,RIDER2309
ORDER2310,2023-07-16,In Transit,92,203.06,2,RIDER2310
ORDER2311,2023-07-07,Failed,45,401.84,5,RIDER2311
ORDER2312,2023-08-25,Delivered,35,448.5,2,RIDER2312
ORDER2313,2023-02-17,In Transit,75,241.08,2,RIDER2313
ORDER2314,2023-02-19,Failed,17,491.18,4,RIDER2314
ORDER2315,2023-05-24,Failed,26,306.53,3,RIDER2315
ORDER2316,2023-12-05,Failed,86,337.48,4,RIDER2316
ORDER2317,2023-03-21,Delivered,34,229.41,3,RIDER2317
ORDER2318,2023-08-21,Failed,96,63.55,3,RIDER2318
ORDER2319,2023-03-03,Failed,29,287.96,4,RIDER2319
ORDER2320,2023-10-15,In Transit,78,234.5,1,RIDER2320
ORDER2321,2023-04-27,Delivered,14,232.96,1,RIDER2321
ORDER2322,2023-10-28,Delivered,58,78.33,4,RIDER2322
ORDER2323,2023-05-05,Delivered,21,262.75,2,RIDER2323
ORDER2324,2023-11-02,Failed,21,315.35,1,RIDER2324
ORDER2325,2023-02-13,Failed,48,422.48,4,RIDER2325
ORDER2326,2023-06-14,Failed,102,245.37,2,RIDER2326
ORDER2327,2023-10-18,Delivered,91,429.98,3,RIDER2327
ORDER2328,2023-10-29,Failed,30,248.92,3,RIDER2328
ORDER2329,2023-01-17,In Transit,75,471.76,1,RIDER2329
ORDER2330,2023-11-10,Delivered,68,445.05,2,RIDER2330
ORDER2331,2023-10-10,Delivered,54,331.59,1,RIDER2331
ORDER2332,2023-03-29,In Transit,113,330.64,2,RIDER2332
ORDER2333,2023-01-20,Delivered,96,370.01,2,RIDER2333
ORDER2334,2023-01-18,Failed,16,110.19,5,RIDER2334
ORDER2335,2023-04-27,Failed,66,73.31,2,RIDER2335
ORDER2336,2023-08-09,Failed,26,125.39,4,RIDER2336
ORDER2337,2023-06-26,Delivered,111,139.55,5,RIDER2337
ORDER2338,2023-05-08,Delivered,57,431.25,2,RIDER2338
ORDER2339,2023-07-15,In Transit,30,246.51,2,RIDER2339
ORDER2340,2023-11-05,In Transit,59,386.02,2,RIDER2340
ORDER2341,2023-05-05,In Transit,103,92.38,2,RIDER2341
ORDER2342,2023-07-21,Delivered,53,275.64,1,RIDER2342
ORDER2343,2023-11-21,In Transit,78,120.67,3,RIDER2343
ORDER2344,2023-01-30,Failed,88,266.76,5,RIDER2344
ORDER2345,2023-12-10,Delivered,90,409.46,2,RIDER2345
ORDER2346,2023-09-22,In Transit,108,448.71,1,RIDER2346
ORDER2347,2023-03-25,Delivered,80,279.99,5,RIDER2347
ORDER2348,2023-10-13,Delivered,92,439.95,4,RIDER2348
ORDER2349,2023-08-25,In Transit,25,95.3,1,RIDER2349
ORDER2350,2023-03-16,Delivered,78,346.67,4,RIDER2350
ORDER2351,2023-05-15,In Transit,61,128.0,2,RIDER2351
ORDER2352,2023-11-28,In Transit,107,395.72,4,RIDER2352
ORDER2353,2023-09-10,Delivered,17,271.41,1,RIDER2353
ORDER2354,2023-01-17,Failed,29,95.28,5,RIDER2354
ORDER2355,2023-08-19,Failed,16,473.62,5,RIDER2355
ORDER2356,2023-05-12,Delivered,111,345.9,5,RIDER2356
ORDER2357,2023-03-04,Failed,49,180.97,1,RIDER2357
ORDER2358,2023-03-03,In Transit,110,392.35,2,RIDER2358
ORDER2359,2023-08-10,Failed,111,166.17,3,RIDER2359
ORDER2360,2023-03-03,Delivered,65,161.02,5,RIDER2360
ORDER2361,2023-07-22,Delivered,74,110.71,4,RIDER2361
ORDER2362,2023-12-14,Delivered,37,251.13,1,RIDER2362
ORDER2363,2023-12-04,Delivered,52,187.06,1,RIDER2363
ORDER2364,2023-05-24,Failed,30,433.06,5,RIDER2364
ORDER2365,2023-06-04,Failed,55,264.86,5,RIDER2365
ORDER2366,2023-11-03,Delivered,44,442.59,1,RIDER2366
ORDER2367,2023-10-18,In Transit,80,369.09,5,RIDER2367
ORDER2368,2023-06-18,Failed,85,182.66,3,RIDER2368
ORDER2369,2023-12-02,Failed,37,382.87,1,RIDER2369
ORDER2370,2023-04-14,Delivered,70,186.98,3,RIDER2370
ORDER2371,2023-02-08,Delivered,39,436.77,2,RIDER2371
ORDER2372,2023-01-24,Failed,24,271.82,3,RIDER2372
ORDER2373,2023-09-29,Delivered,112,144.48,1,RIDER2373
ORDER2374,2023-06-19,Delivered,31,264.63,1,RIDER2374
ORDER2375,2023-04-10,In Transit,11,290.19,5,RIDER2375
ORDER2376,2023-10-12,In Transit,40,68.19,1,RIDER2376
ORDER2377,2023-03-31,In Transit,44,219.5,3,RIDER2377
ORDER2378,2023-02-11,Failed,61,383.53,3,RIDER2378
ORDER2379,2023-04-10,In Transit,16,126.34,5,RIDER2379
ORDER2380,2023-03-04,In Transit,36,153.11,1,RIDER2380
ORDER2381,2023-07-05,Delivered,102,485.04,5,RIDER2381
ORDER2382,2023-06-13,Failed,50,464.71,2,RIDER2382
ORDER2383,2023-08-11,Failed,44,166.23,5,RIDER2383
ORDER2384,2023-09-06,Failed,31,257.76,2,RIDER2384
ORDER2385,2023-08-12,Failed,52,68.5,4,RIDER2385
ORDER2386,2023-05-15,Failed,21,222.9,4,RIDER2386
ORDER2387,2023-01-08,In Transit,117,253.75,5,RIDER2387
ORDER2388,2023-07-09,Failed,75,442.06,2,RIDER2388
ORDER2389,2023-10-23,Failed,101,466.81,2,RIDER2389
ORDER2390,2023-05-26,Failed,81,268.62,4,RIDER2390
ORDER2391,2023-04-05,In Transit,80,214.06,3,RIDER2391
ORDER2392,2023-07-17,Failed,77,292.93,2,RIDER2392
ORDER2393,2023-01-23,Delivered,66,443.43,3,RIDER2393
ORDER2394,2023-01-13,Failed,72,150.71,2,RIDER2394
ORDER2395,2023-05-24,Failed,72,388.21,3,RIDER2395
ORDER2396,2023-07-21,In Transit,38,464.86,1,RIDER2396
ORDER2397,2023-08-04,In Transit,38,135.77,2,RIDER2397
ORDER2398,2023-01-30,Delivered,54,230.81,5,RIDER2398
ORDER2399,2023-11-19,Failed,79,320.54,2,RIDER2399
ORDER2400,2023-01-06,Failed,69,114.66,2,RIDER2400
ORDER2401,2023-01-22,Failed,21,191.26,4,RIDER2401
ORDER2402,2023-01-16,In Transit,43,169.01,4,RIDER2402
ORDER2403,2023-05-02,In Transit,43,267.91,2,RIDER2403
ORDER2404,2023-02-01,Delivered,71,244.33,5,RIDER2404
ORDER2405,2023-12-11,Failed,87,373.38,3,RIDER2405
ORDER2406,2023-09-11,Failed,48,71.94,1,RIDER2406
ORDER2407,2023-04-27,In Transit,111,135.96,1,RIDER2407
ORDER2408,2023-12-07,Failed,62,399.47,3,RIDER2408
ORDER2409,2023-10-01,Delivered,32,294.03,4,RIDER2409
ORDER2410,2023-07-08,Failed,104,177.16,3,RIDER2410
ORDER2411,2023-11-06,Failed,110,498.69,2,RIDER2411
ORDER2412,2023-05-28,Failed,88,155.37,2,RIDER2412
ORDER2413,2023-08-24,Delivered,55,485.05,2,RIDER2413
ORDER2414,2023-01-15,Failed,46,452.61,5,RIDER2414
ORDER2415,2023-10-17,Failed,70,320.44,5,RIDER2415
ORDER2416,2023-10-04,Failed,96,106.49,5,RIDER2416
ORDER2417,2023-06-17,Delivered,84,241.6,5,RIDER2417
ORDER2418,2023-01-23,In Transit,109,176.36,1,RIDER2418
ORDER2419,2023-01-30,In Transit,36,322.86,5,RIDER2419
ORDER2420,2023-10-12,Delivered,103,207.02,1,RIDER2420
ORDER2421,2023-07-28,In Transit,114,262.33,4,RIDER2421
ORDER2422,2023-10-15,In Transit,91,312.31,5,RIDER2422
ORDER2423,2023-11-13,In Transit,102,204.23,2,RIDER2423
ORDER2424,2023-05-13,Delivered,37,110.69,4,RIDER2424
ORDER2425,2023-10-21,Failed,55,79.65,5,RIDER2425
ORDER2426,2023-10-20,Delivered,14,83.38,3,RIDER2426
ORDER2427,2023-12-17,Failed,120,346.2,3,RIDER2427
ORDER2428,2023-12-05,Delivered,41,230.87,3,RIDER2428
ORDER2429,2023-09-30,Delivered,66,114.56,5,RIDER2429
ORDER2430,2023-10-23,Failed,13,172.57,3,RIDER2430
ORDER2431,2023-07-30,Failed,97,55.75,5,RIDER2431
ORDER2432,2023-12-01,Failed,32,374.99,5,RIDER2432
ORDER2433,2023-03-12,In Transit,59,431.38,5,RIDER2433
ORDER2434,2023-08-02,In Transit,62,282.51,5,RIDER2434
ORDER2435,2023-08-22,In Transit,64,498.93,5,RIDER2435
ORDER2436,2023-02-24,Failed,10,175.42,2,RIDER2436
ORDER2437,2023-02-19,Delivered,81,386.12,3,RIDER2437
ORDER2438,2023-12-09,In Transit,37,352.1,3,RIDER2438
ORDER2439,2023-04-22,Failed,13,487.81,1,RIDER2439
ORDER2440,2023-04-08,Delivered,68,191.86,1,RIDER2440
ORDER2441,2023-07-29,Delivered,56,100.35,5,RIDER2441
ORDER2442,2023-03-22,Delivered,81,50.75,4,RIDER2442
ORDER2443,2023-10-01,Failed,23,333.22,3,RIDER2443
ORDER2444,2023-07-23,In Transit,60,336.4,1,RIDER2444
ORDER2445,2023-05-12,Delivered,58,166.24,4,RIDER2445
ORDER2446,2023-05-25,Delivered,97,449.06,3,RIDER2446
ORDER2447,2023-09-08,In Transit,109,454.85,2,RIDER2447
ORDER2448,2023-07-29,In Transit,112,126.03,1,RIDER2448
ORDER2449,2023-01-06,Failed,54,397.57,5,RIDER2449
ORDER2450,2023-10-08,Delivered,12,464.07,1,RIDER2450
ORDER2451,2023-03-13,Failed,40,333.77,5,RIDER2451
ORDER2452,2023-07-12,Delivered,19,400.79,1,RIDER2452
ORDER2453,2023-08-08,In Transit,89,115.46,1,RIDER2453
ORDER2454,2023-04-29,In Transit,73,283.11,1,RIDER2454
ORDER2455,2023-04-08,In Transit,26,385.86,3,RIDER2455
ORDER2456,2023-03-28,Failed,114,425.89,3,RIDER2456
ORDER2457,2023-12-28,In Transit,28,271.88,1,RIDER2457
ORDER2458,2023-08-09,In Transit,71,381.38,5,RIDER2458
ORDER2459,2023-05-05,In Transit,62,135.97,3,RIDER2459
ORDER2460,2023-10-23,Failed,51,110.59,5,RIDER2460
ORDER2461,2023-03-06,Failed,55,419.94,4,RIDER2461
ORDER2462,2023-10-11,In Transit,12,136.28,5,RIDER2462
ORDER2463,2023-10-22,Delivered,85,250.85,1,RIDER2463
ORDER2464,2023-02-18,Delivered,100,272.65,4,RIDER2464
ORDER2465,2023-07-30,Delivered,117,368.67,4,RIDER2465
ORDER2466,2023-02-15,Failed,104,320.64,4,RIDER2466
ORDER2467,2023-05-16,Failed,113,490.21,2,RIDER2467
ORDER2468,2023-05-10,In Transit,91,199.16,4,RIDER2468
ORDER2469,2023-11-01,Failed,100,105.16,5,RIDER2469
ORDER2470,2023-08-11,Failed,84,134.57,1,RIDER2470
ORDER2471,2023-02-09,In Transit,116,458.86,1,RIDER2471
ORDER2472,2023-06-05,In Transit,16,116.46,4,RIDER2472
ORDER2473,2023-02-27,Failed,113,222.74,2,RIDER2473
ORDER2474,2023-04-19,In Transit,39,57.2,1,RIDER2474
ORDER2475,2023-01-18,Delivered,58,422.87,2,RIDER2475
ORDER2476,2023-01-22,In Transit,14,93.94,1,RIDER2476
ORDER2477,2023-08-11,Delivered,60,426.27,5,RIDER2477
ORDER2478,2023-06-29,In Transit,83,87.84,2,RIDER2478
ORDER2479,2023-05-15,Delivered,86,256.72,4,RIDER2479
ORDER2480,2023-11-21,Failed,99,359.52,2,RIDER2480
ORDER2481,2023-12-21,Delivered,36,445.25,2,RIDER2481
ORDER2482,2023-07-24,In Transit,21,220.82,5,RIDER2482
ORDER2483,2023-06-13,Delivered,87,415.83,5,RIDER2483
ORDER2484,2023-04-18,Failed,51,281.21,5,RIDER2484
ORDER2485,2023-04-29,Failed,79,110.9,2,RIDER2485
ORDER2486,2023-08-27,In Transit,104,279.1,4,RIDER2486
ORDER2487,2023-09-03,Delivered,30,429.22,4,RIDER2487
ORDER2488,2023-06-20,Delivered,24,432.31,4,RIDER2488
ORDER2489,2023-07-06,Failed,70,499.85,3,RIDER2489
ORDER2490,2023-03-10,Failed,87,64.79,1,RIDER2490
ORDER2491,2023-08-07,In Transit,10,291.34,2,RIDER2491
ORDER2492,2023-06-11,Failed,117,419.57,5,RIDER2492
ORDER2493,2023-09-13,Failed,118,355.23,5,RIDER2493
ORDER2494,2023-06-12,In Transit,117,118.94,5,RIDER2494
ORDER2495,2023-03-20,In Transit,73,352.72,2,RIDER2495
ORDER2496,2023-04-01,In Transit,97,227.28,1,RIDER2496
ORDER2497,2023-07-30,Failed,87,438.72,5,RIDER2497
ORDER2498,2023-12-29,Failed,99,216.53,3,RIDER2498
ORDER2499,2023-11-23,Delivered,17,453.44,5,RIDER2499
ORDER2500,2023-07-29,Failed,79,78.84,2,RIDER2500
ORDER2501,2023-07-06,In Transit,82,447.62,4,RIDER2501
ORDER2502,2023-03-12,Failed,96,460.95,5,RIDER2502
ORDER2503,2023-01-07,Failed,71,496.99,2,RIDER2503
ORDER2504,2023-10-04,Failed,13,145.92,3,RIDER2504
ORDER2505,2023-08-13,Failed,101,298.67,5,RIDER2505
ORDER2506,2023-10-16,Failed,28,156.53,2,RIDER2506
ORDER2507,2023-08-24,Failed,55,390.09,1,RIDER2507
ORDER2508,2023-10-03,Delivered,105,422.57,5,RIDER2508
ORDER2509,2023-09-19,Failed,52,53.54,2,RIDER2509
ORDER2510,2023-09-09,Failed,75,353.78,5,RIDER2510
ORDER2511,2023-11-26,Delivered,103,305.35,5,RIDER2511
ORDER2512,2023-07-06,Failed,91,468.47,3,RIDER2512
ORDER2513,2023-10-05,Delivered,93,268.4,5,RIDER2513
ORDER2514,2023-12-16,Delivered,21,91.22,5,RIDER2514
ORDER2515,2023-08-04,In Transit,95,282.71,5,RIDER2515
ORDER2516,2023-05-18,In Transit,57,197.86,5,RIDER2516
ORDER2517,2023-06-03,In Transit,12,80.7,5,RIDER2517
ORDER2518,2023-02-13,Delivered,101,383.64,1,RIDER2518
ORDER2519,2023-12-18,Delivered,19,322.35,2,RIDER2519
ORDER2520,2023-01-29,In Transit,81,372.85,1,RIDER2520
ORDER2521,2023-02-15,In Transit,25,160.7,1,RIDER2521
ORDER2522,2023-05-11,Failed,17,380.88,1,RIDER2522
ORDER2523,2023-01-07,Delivered,42,108.16,1,RIDER2523
ORDER2524,2023-06-05,In Transit,57,268.52,3,RIDER2524
ORDER2525,2023-10-22,Failed,43,63.51,3,RIDER2525
ORDER2526,2023-10-20,Failed,84,67.18,2,RIDER2526
ORDER2527,2023-06-17,Delivered,62,367.25,2,RIDER2527
ORDER2528,2023-10-23,Failed,48,309.0,2,RIDER2528
ORDER2529,2023-01-14,In Transit,65,294.08,5,RIDER2529
ORDER2530,2023-06-25,In Transit,43,252.3,5,RIDER2530
ORDER2531,2023-07-11,In Transit,119,181.45,3,RIDER2531
ORDER2532,2023-09-30,In Transit,74,157.97,5,RIDER2532
ORDER2533,2023-09-27,In Transit,103,236.02,4,RIDER2533
ORDER2534,2023-11-03,In Transit,102,109.23,3,RIDER2534
ORDER2535,2023-08-15,Delivered,75,392.97,3,RIDER2535
ORDER2536,2023-04-06,Delivered,11,184.48,5,RIDER2536
ORDER2537,2023-11-15,In Transit,30,79.33,3,RIDER2537
ORDER2538,2023-01-20,In Transit,28,149.77,4,RIDER2538
ORDER2539,2023-01-15,In Transit,16,174.44,3,RIDER2539
ORDER2540,2023-06-10,In Transit,11,278.08,5,RIDER2540
ORDER2541,2023-09-12,Delivered,65,132.57,3,RIDER2541
ORDER2542,2023-02-23,Delivered,33,214.69,2,RIDER2542
ORDER2543,2023-01-29,In Transit,105,282.23,3,RIDER2543
ORDER2544,2023-04-28,In Transit,44,230.31,2,RIDER2544
ORDER2545,2023-03-18,Failed,83,449.28,4,RIDER2545
ORDER2546,2023-09-22,In Transit,33,116.02,3,RIDER2546
ORDER2547,2023-03-08,In Transit,39,141.41,3,RIDER2547
ORDER2548,2023-12-26,In Transit,11,431.82,5,RIDER2548
ORDER2549,2023-07-28,In Transit,44,249.82,3,RIDER2549
ORDER2550,2023-02-01,In Transit,117,205.91,2,RIDER2550
ORDER2551,2023-08-30,Failed,117,62.25,5,RIDER2551
ORDER2552,2023-06-03,Delivered,16,157.68,2,RIDER2552
ORDER2553,2023-09-07,In Transit,98,120.57,2,RIDER2553
ORDER2554,2023-11-01,Delivered,43,145.9,2,RIDER2554
ORDER2555,2023-11-09,Failed,73,51.15,1,RIDER2555
ORDER2556,2023-01-01,Delivered,26,336.33,1,RIDER2556
ORDER2557,2023-04-25,Delivered,36,331.48,4,RIDER2557
ORDER2558,2023-07-15,Failed,52,278.4,1,RIDER2558
ORDER2559,2023-08-22,In Transit,65,286.57,4,RIDER2559
ORDER2560,2023-07-10,In Transit,111,51.04,3,RIDER2560
ORDER2561,2023-07-02,In Transit,71,145.26,4,RIDER2561
ORDER2562,2023-01-16,Delivered,86,63.87,5,RIDER2562
ORDER2563,2023-01-30,Delivered,117,122.63,4,RIDER2563
ORDER2564,2023-01-28,Delivered,83,298.62,3,RIDER2564
ORDER2565,2023-06-29,Failed,18,267.03,1,RIDER2565
ORDER2566,2023-08-15,In Transit,54,272.49,1,RIDER2566
ORDER2567,2023-02-14,Failed,71,365.32,1,RIDER2567
ORDER2568,2023-10-20,Delivered,107,396.64,2,RIDER2568
ORDER2569,2023-12-01,Delivered,78,489.45,3,RIDER2569
ORDER2570,2023-07-20,Delivered,103,298.04,1,RIDER2570
ORDER2571,2023-03-14,In Transit,53,482.12,5,RIDER2571
ORDER2572,2023-04-16,Failed,30,181.53,2,RIDER2572
ORDER2573,2023-04-12,Delivered,26,114.67,5,RIDER2573
ORDER2574,2023-02-04,Delivered,90,181.13,4,RIDER2574
ORDER2575,2023-11-21,Failed,112,342.02,4,RIDER2575
ORDER2576,2023-09-07,In Transit,45,285.78,5,RIDER2576
ORDER2577,2023-11-23,Delivered,14,420.47,2,RIDER2577
ORDER2578,2023-07-29,Failed,46,349.01,4,RIDER2578
ORDER2579,2023-05-12,Failed,111,414.37,3,RIDER2579
ORDER2580,2023-02-07,In Transit,74,50.12,2,RIDER2580
ORDER2581,2023-05-07,Delivered,59,301.89,3,RIDER2581
ORDER2582,2023-05-30,Delivered,30,373.12,3,RIDER2582
ORDER2583,2023-05-01,Failed,112,304.93,4,RIDER2583
ORDER2584,2023-09-22,In Transit,52,173.01,1,RIDER2584
ORDER2585,2023-10-10,Delivered,94,359.97,1,RIDER2585
ORDER2586,2023-04-29,In Transit,120,341.92,2,RIDER2586
ORDER2587,2023-06-07,In Transit,17,371.25,5,RIDER2587
ORDER2588,2023-11-22,In Transit,66,152.57,1,RIDER2588
ORDER2589,2023-08-29,Delivered,106,473.31,4,RIDER2589
ORDER2590,2023-09-08,In Transit,117,279.81,4,RIDER2590
ORDER2591,2023-02-14,Delivered,92,474.23,4,RIDER2591
ORDER2592,2023-08-26,In Transit,56,56.05,2,RIDER2592
ORDER2593,2023-01-21,In Transit,24,215.44,1,RIDER2593
ORDER2594,2023-07-26,In Transit,31,65.35,5,RIDER2594
ORDER2595,2023-09-20,Delivered,37,79.42,2,RIDER2595
ORDER2596,2023-01-06,Failed,75,133.3,5,RIDER2596
ORDER2597,2023-09-26,Delivered,114,466.37,4,RIDER2597
ORDER2598,2023-03-30,In Transit,54,69.03,3,RIDER2598
ORDER2599,2023-02-06,Failed,103,197.64,5,RIDER2599
ORDER2600,2023-10-25,Failed,33,428.67,2,RIDER2600
ORDER2601,2023-11-18,Delivered,20,404.39,1,RIDER2601
ORDER2602,2023-12-23,In Transit,76,295.62,4,RIDER2602
ORDER2603,2023-03-20,Failed,45,275.12,1,RIDER2603
ORDER2604,2023-07-15,Delivered,34,52.22,1,RIDER2604
ORDER2605,2023-07-29,Failed,62,427.09,1,RIDER2605
ORDER2606,2023-03-26,Delivered,58,322.38,1,RIDER2606
ORDER2607,2023-11-20,Delivered,78,230.3,5,RIDER2607
ORDER2608,2023-07-14,Failed,97,150.25,4,RIDER2608
ORDER2609,2023-06-15,In Transit,41,474.08,5,RIDER2609
ORDER2610,2023-08-27,Delivered,48,307.68,5,RIDER2610
ORDER2611,2023-05-28,Delivered,60,249.41,5,RIDER2611
ORDER2612,2023-12-25,Failed,65,273.61,1,RIDER2612
ORDER2613,2023-06-20,Failed,49,159.57,5,RIDER2613
ORDER2614,2023-01-01,Delivered,97,272.32,4,RIDER2614
ORDER2615,2023-03-05,Failed,31,333.54,3,RIDER2615
ORDER2616,2023-05-27,Delivered,114,173.09,5,RIDER2616
ORDER2617,2023-01-29,Delivered,11,296.64,4,RIDER2617
ORDER2618,2023-02-26,Delivered,26,442.81,2,RIDER2618
ORDER2619,2023-06-11,Failed,12,246.51,1,RIDER2619
ORDER2620,2023-05-06,Failed,83,171.48,5,RIDER2620
ORDER2621,2023-02-16,Delivered,34,253.28,1,RIDER2621
ORDER2622,2023-07-14,Delivered,52,169.67,4,RIDER2622
ORDER2623,2023-05-13,Failed,75,283.6,2,RIDER2623
ORDER2624,2023-05-31,Failed,72,164.77,3,RIDER2624
ORDER2625,2023-04-08,In Transit,93,393.33,5,RIDER2625
ORDER2626,2023-04-17,In Transit,65,387.78,2,RIDER2626
ORDER2627,2023-07-12,Failed,63,323.15,4,RIDER2627
ORDER2628,2023-02-07,Failed,73,355.19,4,RIDER2628
ORDER2629,2023-09-03,In Transit,12,433.22,1,RIDER2629
ORDER2630,2023-07-26,Failed,28,149.4,4,RIDER2630
ORDER2631,2023-09-29,In Transit,104,493.23,1,RIDER2631
ORDER2632,2023-12-18,Failed,85,438.78,5,RIDER2632
ORDER2633,2023-07-05,Delivered,110,332.23,2,RIDER2633
ORDER2634,2023-10-17,Failed,99,306.7,1,RIDER2634
ORDER2635,2023-11-08,Failed,111,306.7,1,RIDER2635
ORDER2636,2023-09-21,Delivered,53,183.7,2,RIDER2636
ORDER2637,2023-06-08,In Transit,79,213.69,2,RIDER2637
ORDER2638,2023-05-29,Delivered,43,443.54,3,RIDER2638
ORDER2639,2023-06-23,Delivered,82,105.86,5,RIDER2639
ORDER2640,2023-03-17,Delivered,103,438.21,3,RIDER2640
ORDER2641,2023-02-19,Failed,19,85.88,1,RIDER2641
ORDER2642,2023-06-02,In Transit,34,285.53,4,RIDER2642
ORDER2643,2023-04-17,Delivered,26,230.6,5,RIDER2643
ORDER2644,2023-09-11,Failed,40,128.15,4,RIDER2644
ORDER2645,2023-04-11,Delivered,50,365.0,3,RIDER2645
ORDER2646,2023-03-02,In Transit,60,431.48,3,RIDER2646
ORDER2647,2023-11-22,Failed,86,463.0,3,RIDER2647
ORDER2648,2023-06-03,Failed,113,293.54,3,RIDER2648
ORDER2649,2023-03-25,In Transit,119,337.48,3,RIDER2649
ORDER2650,2023-01-02,Delivered,16,497.26,4,RIDER2650
ORDER2651,2023-05-14,Failed,39,325.21,4,RIDER2651
ORDER2652,2023-11-30,In Transit,34,70.72,3,RIDER2652
ORDER2653,2023-07-14,Delivered,19,111.95,4,RIDER2653
ORDER2654,2023-06-20,Failed,113,459.31,1,RIDER2654
